timestamp,state,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,pressure,altitude,gps_lat,gps_lon,gps_alt,battery_voltage,event_flags,error_code
450,ASCENT,18.8657,0.0726,1.0016,0.00269,-0.0062,0.00471,89639.5,1019.1,39.920137,32.854063,1018.9,8.4,2,OK
460,ASCENT,18.982,-0.0968,0.9857,-0.0019,-0.01113,0.0058,89575.7,1020.5,39.920119,32.854172,1020.5,8.4,2,OK
470,ASCENT,18.8481,-0.0865,0.9805,0.01848,-0.00174,0.01668,89669.9,1020.6,39.920109,32.854069,1020.6,8.4,2,OK
480,ASCENT,18.8394,-0.0009,0.9829,-0.00082,-0.01706,-0.01616,89604.4,1022.3,39.920031,32.854128,1022.3,8.4,2,OK
490,ASCENT,18.7899,0.0175,1.021,0.00388,-0.00167,0.00817,89682.9,1023.3,39.920086,32.854085,1023.3,8.4,2,OK
500,ASCENT,18.9305,-0.0212,0.9877,0.00952,-0.02252,-0.00827,89493.8,1023.6,39.920074,32.854068,1023.6,8.4,2,OK
510,ASCENT,18.8429,-0.0028,0.9512,-0.00911,0.00559,-0.00222,89598.5,1025.3,39.920119,32.854064,1025.3,8.4,2,OK
520,ASCENT,18.7936,0.0343,0.9489,-0.00096,0.01128,-0.02281,89542.2,1025.2,39.920139,32.85411,1025.3,8.4,2,OK
530,ASCENT,18.7974,0.0029,0.9906,0.00278,0.00158,0.00778,89496.3,1027.4,39.920039,32.854135,1027.5,8.4,2,OK
540,ASCENT,18.7592,0.0465,1.0258,-0.00372,-0.00893,0.00011,89515.3,1027.8,39.920155,32.854163,1027.9,8.4,2,OK
550,ASCENT,18.8934,0.0221,1.0318,0.0074,0.00637,0.00341,89558.8,1028.1,39.920085,32.854055,1028.3,8.4,2,OK
560,ASCENT,18.9168,0.0675,1.0101,-0.01093,0.00397,0.0006,89540.4,1029.5,39.920098,32.854163,1029.6,8.4,2,OK
570,ASCENT,18.8592,-0.0101,0.9924,-0.00746,-0.0125,0.00511,89441.8,1031.4,39.920097,32.854135,1031.5,8.4,2,OK
580,ASCENT,18.8463,-0.0542,1.019,0.01287,0.011,-0.00132,89503.1,1031.7,39.920106,32.854093,1031.6,8.4,2,OK
590,ASCENT,18.8165,0.0156,1.0122,0.00273,-0.01139,-0.00481,89448.8,1034.1,39.920043,32.854035,1034.1,8.4,2,OK
600,ASCENT,18.8329,-0.1336,1.0781,-0.01128,-0.0038,-0.00753,89478.1,1034.1,39.920138,32.854165,1034.1,8.4,2,OK
610,ASCENT,18.8374,-0.0047,1.0183,0.03179,0.00851,-0.00707,89463.7,1036.2,39.920087,32.854132,1036.2,8.4,2,OK
620,ASCENT,18.8328,0.0213,1.0333,-0.00982,-0.01442,-0.00058,89434.3,1037.0,39.920122,32.854053,1037.0,8.4,2,OK
630,ASCENT,18.826,-0.0504,1.0032,-0.01892,-0.01959,-0.00012,89450.7,1038.0,39.920099,32.854108,1038.1,8.4,2,OK
640,ASCENT,18.7657,0.0145,0.9784,-0.02502,-0.01704,-0.00833,89422.2,1039.1,39.920101,32.854089,1039.2,8.4,2,OK
650,ASCENT,18.7769,-0.0768,1.0051,-0.00147,0.01588,-0.00622,89417.9,1041.6,39.920066,32.854102,1041.5,8.4,2,OK
660,ASCENT,18.8352,-0.0311,1.0579,0.01436,0.00529,0.01363,89399.7,1040.9,39.920077,32.854104,1040.8,8.4,2,OK
670,ASCENT,18.9046,0.0207,1.0038,6e-05,0.00448,0.01165,89417.2,1043.9,39.920116,32.85406,1043.9,8.4,2,OK
680,ASCENT,18.8486,0.0443,1.06,0.00289,-0.00356,0.00336,89406.9,1042.9,39.920002,32.854039,1042.9,8.4,2,OK
690,ASCENT,18.7417,0.0685,1.1122,-2e-05,0.00408,0.01617,89323.4,1045.8,39.920097,32.854099,1045.7,8.4,2,OK
700,ASCENT,18.757,0.0017,0.9947,0.00223,0.00617,-0.01,89414.3,1046.5,39.920089,32.85405,1046.5,8.4,2,OK
710,ASCENT,18.7115,0.0368,1.0316,-0.01404,0.00331,-0.00303,89388.0,1048.1,39.92014,32.854163,1048.2,8.4,2,OK
720,ASCENT,18.7993,0.0061,1.0412,-0.00059,-0.00729,-0.00414,89329.8,1050.1,39.920109,32.854124,1050.1,8.4,2,OK
730,ASCENT,18.7941,0.0721,0.9173,-0.01045,-0.01021,0.00052,89297.7,1051.0,39.920117,32.854112,1051.0,8.4,2,OK
740,ASCENT,18.799,-0.0182,1.0018,-5e-05,0.01046,0.01188,89274.3,1052.6,39.920113,32.854081,1052.6,8.4,2,OK
750,ASCENT,18.7331,0.0339,1.0487,0.00699,0.00102,-0.00762,89257.1,1053.5,39.920115,32.854066,1053.5,8.4,2,OK
760,ASCENT,18.7433,0.1223,1.0736,0.0015,0.00411,0.00118,89260.6,1055.6,39.920139,32.854084,1055.7,8.4,2,OK
770,ASCENT,18.7428,0.0228,0.9961,-0.00197,-0.01115,-0.00229,89206.9,1056.1,39.920106,32.854146,1056.4,8.4,2,OK
780,ASCENT,18.8095,-0.0076,1.0031,0.0011,-0.00408,-0.01398,89269.2,1057.6,39.920093,32.854079,1057.6,8.4,2,OK
790,ASCENT,18.7384,0.0613,1.0247,0.00974,0.01242,0.0113,89250.2,1060.1,39.920114,32.854061,1060.2,8.4,2,OK
800,ASCENT,18.681,0.042,0.9864,-0.01152,-0.0024,0.00102,89260.6,1061.4,39.92009,32.854112,1061.3,8.4,2,OK
810,ASCENT,18.712,-0.0118,0.9865,0.01771,-0.00098,-0.00244,89142.6,1061.8,39.920093,32.854076,1061.9,8.4,2,OK
820,ASCENT,18.7671,0.0019,1.0002,0.01719,-0.0232,-0.02002,89171.2,1064.2,39.920119,32.854117,1064.2,8.4,2,OK
830,ASCENT,18.7447,0.0481,0.9719,0.00698,0.00111,1e-05,89030.9,1066.7,39.920062,32.854058,1066.7,8.4,2,OK
840,ASCENT,18.608,-0.043,1.0901,-0.00412,-0.00364,-0.01149,89130.5,1066.6,39.920073,32.854097,1066.4,8.4,2,OK
850,ASCENT,18.6807,0.0209,1.0427,-0.008,0.00633,-0.00011,89103.1,1068.5,39.92011,32.854122,1068.5,8.4,2,OK
860,ASCENT,18.7133,0.0375,1.098,-0.01228,-0.00927,0.01485,89035.2,1070.3,39.920087,32.854115,1070.3,8.4,2,OK
870,ASCENT,18.6186,-0.044,1.0149,0.00887,-0.00489,-0.00186,88951.0,1072.1,39.920063,32.854036,1071.9,8.4,2,OK
880,ASCENT,18.7076,0.0645,1.0391,-0.00901,0.00524,0.00729,89093.6,1073.8,39.920115,32.854081,1073.7,8.4,2,OK
890,ASCENT,18.6344,-0.0396,1.0285,0.00618,0.01552,0.01277,89131.6,1075.3,39.920086,32.854137,1075.3,8.4,2,OK
900,ASCENT,18.5282,-0.078,1.0759,-0.00797,0.00302,-0.00725,89067.8,1077.2,39.920099,32.854161,1077.2,8.4,2,OK
910,ASCENT,18.6116,-0.0223,0.9942,-0.00836,0.00662,0.0065,89087.3,1079.5,39.920139,32.854087,1079.5,8.4,2,OK
920,ASCENT,18.5958,0.081,0.9891,0.01194,-0.02171,-0.02014,88994.8,1081.3,39.920107,32.854053,1081.3,8.4,2,OK
930,ASCENT,18.6234,-0.0219,0.8936,0.00258,0.00845,-0.01576,88914.9,1082.4,39.920074,32.854102,1082.2,8.4,2,OK
940,ASCENT,18.6072,-0.124,1.0617,-0.02778,-0.00348,-0.0118,88919.9,1084.9,39.920111,32.85412,1085.1,8.4,2,OK
950,ASCENT,18.5753,0.0595,0.972,-0.00022,-0.01563,0.00229,88949.0,1086.7,39.920057,32.854096,1086.8,8.4,2,OK
960,ASCENT,18.4895,0.0135,1.093,0.00469,0.00658,0.02711,88874.9,1087.9,39.920112,32.854115,1087.8,8.4,2,OK
970,ASCENT,18.6451,-0.0366,0.9946,-0.00253,0.00562,-0.01292,88990.7,1090.0,39.920113,32.854087,1089.9,8.4,2,OK
980,ASCENT,18.503,0.0458,1.0431,-0.0038,0.00377,-0.01127,88937.4,1092.4,39.920126,32.854047,1092.5,8.4,2,OK
990,ASCENT,18.4213,0.0182,1.0089,0.00291,0.01474,0.01226,88839.2,1092.1,39.920096,32.854038,1092.1,8.4,2,OK
1000,ASCENT,18.4328,-0.0458,1.0739,-0.00543,0.00462,-0.01871,88864.9,1096.4,39.920095,32.85412,1096.3,8.4,2,OK
1010,ASCENT,18.4562,-0.0246,1.0347,0.00256,0.00652,-9e-05,88793.3,1097.6,39.92016,32.854045,1097.7,8.4,2,OK
1020,ASCENT,18.4147,0.0498,1.0014,-0.00217,-0.00209,0.00391,88802.7,1100.0,39.920075,32.854129,1100.1,8.4,2,OK
1030,ASCENT,18.4793,-0.0464,0.9182,0.00237,-0.00083,-0.0044,88710.4,1099.7,39.92013,32.854077,1099.7,8.4,2,OK
1040,ASCENT,18.4983,0.0145,1.0758,-0.00307,-0.00593,-0.00326,88746.4,1103.4,39.920089,32.854152,1103.4,8.4,2,OK
1050,ASCENT,18.415,0.0179,0.9638,-0.00854,0.0046,0.00989,88666.1,1105.1,39.920063,32.85405,1104.9,8.4,2,OK
1060,ASCENT,18.4505,-0.113,0.9919,0.02096,-0.01457,-0.00391,88731.5,1108.0,39.920115,32.854104,1108.0,8.4,2,OK
1070,ASCENT,18.3373,-0.0686,1.009,-0.00616,-0.00023,-0.00623,88669.6,1108.6,39.92007,32.854111,1108.5,8.4,2,OK
1080,ASCENT,18.3019,-0.0312,1.0166,-0.00212,0.00499,-0.02107,88765.4,1111.1,39.920104,32.854102,1111.2,8.4,2,OK
1090,ASCENT,18.244,0.0106,1.0656,-0.00315,-0.01935,-0.01268,88631.8,1111.8,39.920095,32.854085,1111.9,8.4,2,OK
1100,ASCENT,18.318,0.0309,1.0155,0.00981,-0.01165,0.02009,88658.7,1114.8,39.920055,32.854067,1115.0,8.4,2,OK
1110,ASCENT,18.3508,-0.0052,0.9882,-0.01781,-0.00803,0.00551,88520.5,1117.5,39.92008,32.85408,1117.5,8.4,2,OK
1120,ASCENT,18.2594,0.0386,0.9927,-0.00392,0.0014,-0.00817,88529.3,1118.8,39.920083,32.854059,1118.8,8.4,2,OK
1130,ASCENT,18.1932,-0.011,0.9994,-0.01454,-0.01262,0.00029,88442.8,1122.0,39.920109,32.854142,1122.0,8.4,2,OK
1140,ASCENT,18.2189,-0.081,1.0472,-0.00985,-0.00456,-0.01386,88521.9,1122.9,39.92008,32.854113,1122.9,8.4,2,OK
1150,ASCENT,18.2471,-0.0533,1.0567,0.01265,-0.01422,-0.00312,88532.8,1126.5,39.920105,32.854092,1126.5,8.4,2,OK
1160,ASCENT,18.2035,0.004,1.0266,0.02914,-0.01777,0.00324,88512.9,1127.6,39.920101,32.854127,1127.7,8.4,2,OK
1170,ASCENT,18.2533,0.0796,1.0539,-0.0122,-0.00831,0.00146,88474.7,1130.1,39.920129,32.854038,1130.2,8.4,2,OK
1180,ASCENT,18.1668,0.0252,1.0324,-0.01492,0.00053,-0.00119,88427.9,1132.9,39.920081,32.854082,1133.0,8.4,2,OK
1190,ASCENT,18.1377,-0.0783,0.912,0.00752,0.00129,0.02387,88407.8,1134.0,39.920148,32.854142,1133.9,8.4,2,OK
1200,ASCENT,18.1368,-0.0349,0.9201,0.00135,0.0045,-0.00227,88438.3,1136.0,39.92011,32.854074,1136.0,8.4,2,OK
1210,ASCENT,18.0649,0.0614,1.032,-0.00538,0.00248,-0.00141,88337.8,1139.5,39.920058,32.854051,1139.4,8.4,2,OK
1220,ASCENT,17.7755,0.1187,1.0102,-0.01128,-0.00493,0.00141,88352.0,1140.2,39.920151,32.854084,1140.2,8.4,2,OK
1230,ASCENT,17.3849,-0.1138,0.9944,-0.01013,0.00127,-0.00584,88345.8,1143.4,39.920064,32.854137,1143.3,8.4,2,OK
1240,ASCENT,17.1266,0.0049,0.9736,0.00073,0.00038,-0.00091,88279.9,1145.9,39.920061,32.854082,1146.0,8.4,2,OK
1250,ASCENT,16.6578,0.0056,1.0739,0.00507,-0.01312,0.00671,88236.8,1147.9,39.920108,32.854083,1148.0,8.4,2,OK
1260,ASCENT,16.2724,-0.0283,1.0315,0.0171,0.02268,-0.01031,88181.7,1150.6,39.920079,32.854078,1150.5,8.4,2,OK
1270,ASCENT,15.9315,0.0421,1.1405,-0.00451,0.00072,-0.01295,88271.2,1153.8,39.920108,32.854053,1153.8,8.4,2,OK
1280,ASCENT,15.6466,0.0048,0.9508,0.00688,0.01213,0.01109,88204.8,1154.5,39.920127,32.854042,1154.5,8.4,2,OK
1290,ASCENT,15.1927,-0.0163,0.9926,-0.00563,-0.00443,-0.0004,88148.8,1157.9,39.920089,32.854103,1157.7,8.4,2,OK
1300,ASCENT,14.8412,0.048,0.9013,0.00274,-7e-05,0.0017,88171.5,1159.9,39.920125,32.854117,1159.9,8.4,2,OK
1310,ASCENT,14.5127,0.0322,1.0337,0.00861,0.01559,-0.00876,88149.7,1162.4,39.920102,32.854061,1162.4,8.4,2,OK
1320,ASCENT,14.111,-0.0129,0.955,-0.00587,0.00011,0.00879,88020.7,1164.2,39.920045,32.854101,1164.1,8.4,2,OK
1330,ASCENT,13.7715,0.0116,1.0336,0.00475,-0.00692,-0.00169,88079.6,1167.9,39.920062,32.854123,1167.8,8.4,2,OK
1340,ASCENT,13.4209,0.0079,1.0339,-0.00371,0.00236,0.00872,88002.8,1169.6,39.920068,32.854063,1169.4,8.4,2,OK
1350,ASCENT,13.0908,-0.0813,1.0711,-0.00457,0.00101,-0.02008,87953.9,1172.5,39.920105,32.854045,1172.6,8.4,2,OK
1360,ASCENT,12.5914,-0.1078,0.9709,-0.01551,0.00453,-0.0045,87952.7,1174.3,39.920129,32.854121,1174.3,8.4,2,OK
1370,ASCENT,12.2021,0.0074,1.0218,-0.0078,0.0051,0.00552,88013.2,1175.9,39.920018,32.854078,1176.0,8.4,2,OK
1380,ASCENT,11.816,0.0513,1.0564,-0.00055,-0.01192,-0.00583,87970.1,1179.3,39.92012,32.85404,1179.3,8.4,2,OK
1390,ASCENT,11.5825,0.0802,0.9419,-0.00677,-0.00802,-0.01275,87838.4,1182.4,39.920041,32.854087,1182.2,8.4,2,OK
1400,ASCENT,11.1005,0.1,1.0123,-0.01776,-0.00654,0.00215,87918.1,1184.4,39.920068,32.85409,1184.3,8.4,2,OK
1410,ASCENT,10.7415,-0.0118,1.0242,0.00238,-0.00089,-0.0043,87833.6,1187.8,39.920092,32.854104,1188.0,8.4,2,OK
1420,ASCENT,10.4392,0.0108,1.0244,0.00171,-0.0056,0.00031,87778.8,1189.9,39.920092,32.854107,1189.8,8.4,2,OK
1430,ASCENT,9.9593,0.0272,1.0482,0.00088,0.00392,0.00304,87764.1,1192.5,39.92016,32.854084,1192.4,8.4,2,OK
1440,ASCENT,9.6661,0.0561,0.9444,0.01189,0.00626,-0.01265,87796.0,1196.0,39.9201,32.854156,1196.0,8.4,2,OK
1450,ASCENT,9.2463,0.0238,0.9605,0.0013,-0.0007,-0.01333,87763.7,1197.0,39.92003,32.854107,1197.0,8.4,2,OK
1460,ASCENT,8.8799,-0.0199,1.0368,-0.00463,0.00997,-0.00994,87753.9,1200.5,39.920118,32.854167,1200.4,8.4,2,OK
1470,ASCENT,8.4797,0.0249,0.9438,0.00767,-0.01225,0.01159,87698.3,1204.3,39.920116,32.854083,1204.1,8.4,2,OK
1480,ASCENT,8.0992,0.0861,1.019,-0.00309,-0.00173,0.00965,87678.6,1205.5,39.920095,32.854088,1205.4,8.4,2,OK
1490,ASCENT,7.7648,-0.0643,1.0027,-0.02156,-0.00915,0.00407,87566.4,1208.3,39.920104,32.854136,1208.4,8.4,2,OK
1500,ASCENT,7.378,0.0234,1.0314,0.00132,0.00819,0.00095,87639.6,1211.2,39.920078,32.854036,1211.4,8.4,2,OK
1510,ASCENT,6.9388,0.0386,0.9744,0.01401,-0.01047,-0.00798,87587.4,1213.5,39.920113,32.854132,1213.5,8.4,2,OK
1520,ASCENT,6.6343,0.0053,1.0386,0.00555,0.00044,-0.00809,87538.3,1216.1,39.920105,32.854178,1216.0,8.4,2,OK
1530,ASCENT,6.3231,0.1169,1.0162,-0.00799,-0.00352,0.00249,87527.4,1219.1,39.920134,32.854097,1219.1,8.4,2,OK
1540,ASCENT,5.9113,-0.0347,1.0468,-0.00364,0.00127,-0.00064,87440.8,1221.7,39.920071,32.854108,1221.8,8.4,2,OK
1550,ASCENT,5.4727,-0.0372,0.9528,0.01301,0.00633,0.00605,87595.5,1224.6,39.920054,32.854074,1224.5,8.4,2,OK
1560,ASCENT,5.0804,-0.0609,1.0026,0.00481,0.00508,0.00603,87532.5,1226.5,39.920106,32.854035,1226.4,8.4,2,OK
1570,ASCENT,4.7559,-0.0234,1.0274,0.00726,-0.00931,-0.00999,87406.6,1229.3,39.92005,32.854094,1229.3,8.4,2,OK
1580,ASCENT,4.3348,-0.0089,1.0302,0.01081,-0.00294,-0.00456,87400.0,1232.2,39.920088,32.854128,1232.3,8.4,2,OK
1590,ASCENT,4.0844,0.0007,0.9951,-0.00649,-0.01486,0.00093,87345.2,1234.3,39.920079,32.854061,1234.3,8.4,2,OK
1600,ASCENT,3.644,0.0138,0.9461,-0.01287,0.01583,-0.00923,87310.4,1236.8,39.920098,32.854068,1236.8,8.4,2,OK
1610,ASCENT,3.194,0.0471,0.969,-0.01582,-0.00745,-0.00055,87231.9,1240.6,39.920098,32.854124,1240.4,8.4,2,OK
1620,ASCENT,2.7941,0.0123,1.0275,-0.02377,-0.00785,0.00138,87279.0,1242.6,39.920121,32.854121,1242.6,8.4,2,OK
1630,ASCENT,2.449,-0.0545,1.0454,0.00127,-0.03064,-0.01278,87199.2,1246.4,39.920047,32.854143,1246.4,8.4,2,OK
1640,ASCENT,2.1037,0.0181,1.1139,0.00971,-0.0158,0.00447,87258.0,1248.7,39.920089,32.854141,1248.8,8.4,2,OK
1650,ASCENT,1.6702,-0.0153,0.9555,-0.02763,-0.00435,0.00369,87265.9,1250.6,39.9201,32.854145,1250.6,8.4,2,OK
1660,ASCENT,1.339,0.0028,1.0183,-0.00288,0.00405,0.02234,87161.4,1253.4,39.920134,32.85414,1253.4,8.4,2,OK
1670,ASCENT,0.9679,0.0735,1.05,-0.00902,-0.01553,0.00261,87087.2,1256.2,39.920102,32.854197,1256.3,8.4,2,OK
1680,ASCENT,0.6009,-0.0095,0.9906,0.00812,-0.0097,-0.00176,87158.2,1258.6,39.92012,32.854123,1258.7,8.4,2,OK
1690,ASCENT,0.1849,-0.1093,1.0162,0.01209,0.01571,0.0157,87036.8,1261.1,39.920113,32.854189,1261.2,8.4,2,OK
1700,ASCENT,-0.2284,0.0394,0.9881,-0.00115,0.01593,-0.00355,87050.9,1263.1,39.920081,32.854101,1263.1,8.4,2,OK
1710,ASCENT,-0.554,-0.0259,0.9693,-0.01609,0.00669,0.01123,86899.0,1267.0,39.920119,32.854042,1267.0,8.4,2,OK
1720,ASCENT,-1.0363,-0.0092,1.0294,-0.00446,0.0098,0.00281,86925.0,1269.4,39.920056,32.85411,1269.4,8.4,2,OK
1730,ASCENT,-1.3904,0.0788,0.9279,0.0111,0.01357,-0.00745,86970.5,1272.1,39.920037,32.854035,1272.1,8.4,2,OK
1740,ASCENT,-1.771,0.0567,0.9711,-0.00017,0.01822,-0.01522,86860.2,1275.6,39.920103,32.854091,1275.5,8.4,2,OK
1750,ASCENT,-2.1213,-0.0065,1.0285,-0.00972,0.0074,0.00819,86863.7,1279.1,39.920088,32.854127,1279.2,8.4,2,OK
1760,ASCENT,-2.5417,-0.0414,1.0045,0.00996,-0.00605,-0.01842,86790.9,1279.5,39.920065,32.854095,1279.4,8.4,2,OK
1770,ASCENT,-2.947,0.0661,1.0008,-0.00461,-0.00433,0.00328,86780.0,1283.5,39.920101,32.854029,1283.5,8.4,2,OK
1780,ASCENT,-3.3094,-0.0441,0.9982,-0.001,-0.00114,0.00107,86865.8,1286.3,39.9201,32.854129,1286.2,8.4,2,OK
1790,ASCENT,-3.7211,0.1105,0.8904,-0.00548,0.01232,0.00553,86818.8,1288.7,39.920113,32.854143,1288.8,8.4,2,OK
1800,ASCENT,-4.053,-0.0154,1.0853,0.00216,0.00805,0.00124,86740.5,1290.9,39.920139,32.85412,1290.7,8.4,2,OK
1810,ASCENT,-4.3702,-0.09,1.0341,-0.0007,-0.00371,0.01082,86769.0,1293.6,39.920115,32.854109,1293.6,8.4,2,OK
1820,ASCENT,-4.3949,-0.0811,1.0316,0.0048,0.00408,-0.00321,86681.0,1297.0,39.920087,32.854089,1297.2,8.4,2,OK
1830,ASCENT,-4.41,-0.0054,0.8957,0.00389,-0.0038,-0.02099,86726.8,1299.7,39.92014,32.854113,1299.7,8.4,2,OK
1840,ASCENT,-4.3388,-0.0471,1.022,-0.0181,0.00469,0.02273,86700.5,1302.2,39.920105,32.854097,1302.2,8.4,2,OK
